SystematicName	Hits
NM_018212	1
NM_001145065	1
NM_001008493	1
NM_152313	1
NM_001135659	1
NM_003026	1
NM_004801	1
NM_138735	1
NM_152230	1
NM_024607	1
NM_001201329	1
NM_183393	1
NM_016395	1
NM_004572	1
NM_001001669	1
NM_004521	2
NM_003716	1
NM_001005242	1
NM_183394	1
NM_004841	1
NM_006914	1
NM_170692	1
NM_147156	1
NM_021032	1
NM_004113	1
NM_001031716	1
NM_001134745	1
NM_001101676	1
NM_001098814	1
NM_174911	1
NM_022068	1
NM_030571	1
NM_001130862	1
NM_006479	1
NM_001004320	1
NM_001637	1
NM_001177507	1
NM_001168374	1
NM_001168376	1
NM_001031732	1
NM_001168377	1
NM_024007	1
NM_005596	1
NM_133370	1
NM_001190737	1
NM_001190738	1
NM_001004342	1
NM_006151	1
NM_001160102	1
NM_001004467	1
NM_020864	2
NM_001004469	1
NM_024817	1
NM_001159587	1
NM_012334	1
NM_001159588	1
NM_000461	1
NM_152924	1
NM_001128177	1
NM_006918	2
NM_001194986	1
NM_001024956	2
NM_001142763	1
NM_001005910	1
NM_022836	1
NM_000599	1
NM_001142764	1
NM_001005911	1
NM_014376	1
NM_133448	1
NM_001142765	1
NM_001146178	1
NM_001142766	1
NM_001146179	1
NM_001037333	1
NM_001142767	1
NM_001142768	1
NM_001142769	1
NM_005504	4
NM_001190316	1
NM_016206	1
NM_001178091	4
NM_001190317	1
NM_001178092	4
NM_021021	1
NM_001178093	4
NM_001178094	4
NM_015026	2
NM_001142773	1
NM_181443	1
NM_021023	1
NM_001166624	1
NM_020338	1
NM_152551	1
NM_144632	1
NM_014586	1
NM_001941	1
NM_024423	1
NM_020752	1
NM_138966	1
NM_003326	1
NM_139319	1
NM_017699	1
NM_001003760	2
NM_001032395	1
NM_001032394	1
NM_001510	2
NM_020455	1
NM_198569	1
NM_019555	1
NM_007011	1
NM_005989	1
NM_001128615	1
NM_001190906	1
NM_001010000	1
NM_001128616	1
NM_001190907	1
NM_012228	1
NM_024761	1
NM_032291	1
NM_022062	1
NM_006526	1
NM_033127	1
NM_001037332	1
NM_003328	1
NM_181742	1
NM_181741	1
NM_001190881	1
NM_001145288	1
NM_020056	1
NM_002552	1
NM_001190879	1
NM_001190882	1
NM_001135805	1
NM_005639	1
NM_001135806	1
NM_020700	1
NM_152724	1
NM_012425	1
NM_002197	1
NM_198275	1
NM_020152	1
NM_002915	1
NM_001001874	1
NM_004397	1
NM_017774	1
NM_182948	1
NM_000899	1
NM_003994	1
NM_020431	1
NM_003999	1
NM_000877	1
NM_002731	1
NM_001001664	1
NM_018307	1
NM_001033566	1
NM_024518	1
NM_016239	1
NM_001033568	1
NM_207386	1
NM_002313	1
NM_001173461	1
NM_033056	1
NM_001173462	1
NM_015375	1
NM_001042475	1
NM_199462	1
NM_018327	1
NM_001178034	1
NM_001003407	1
NM_153435	1
NM_001003408	1
NM_001004360	1
NM_006720	1
NM_001178035	1
NM_001178036	1
NM_153433	1
NM_018235	1
NM_001168499	1
NM_001178037	1
NM_001041	1
NM_014667	1
NM_001085400	2
NM_012073	1
NM_001128219	1
NM_001128220	1
NM_133170	2
NM_001128221	1
NM_007050	2
NM_153225	1
NM_020879	1
NM_198715	3
NM_182896	1
NM_014962	1
NM_020358	1
NM_139166	1
NM_018429	1
NM_025003	2
NM_144996	1
NM_002594	1
NM_001174151	1
NM_182973	1
NM_001201528	1
NM_001201529	1
NM_014167	2
NM_001040000	1
NM_014929	1
NM_001136193	1
NM_001136194	1
NM_194314	1
NM_006602	1
NM_001256424	4
NM_020868	1
NM_014361	1
NM_001243270	1
NM_001242377	1
NM_006060	1
NM_001220765	1
NM_001220767	1
NM_001031726	1
NM_031448	1
NM_001256046	1
NM_001256047	1
NM_001254952	1
NM_001242858	1
NM_001242860	1
NM_001205317	1
NM_001252036	1
NM_001252037	1
NM_001252634	1
NM_020948	1
NM_001142569	1
NM_001242353	1
NM_006684	1
NM_001206615	1
NM_001257191	1
NM_005187	1
NM_001256012	1
NM_175931	1
NM_001195728	2
NM_001252652	2
NM_001144964	1
NM_016599	1
NM_001130690	1
NM_133497	1
NM_001024094	2
NM_000855	4
NM_001243960	1
NM_001144967	1
NM_015277	1
NM_001252328	1
NM_001144970	1
NM_001144966	1
NM_004522	1
NM_033104	2
NM_001256430	1
NM_015230	1
NM_175566	1
NM_001243271	1
NM_152624	1
NM_001254736	1
NM_001037131	2
NM_014914	2
NM_001244888	1
NM_015204	1
NM_001220766	1
NM_001220768	1
NM_001220769	1
NM_001220770	1
NM_001220771	1
NM_001220772	1
NM_001220773	1
NM_001220774	1
NM_001220775	1
NM_001220776	1
NM_005964	1
NM_001256095	1
NM_001205248	1
NM_152636	1
NM_005508	1
NM_016083	2
NM_001160226	2
NM_001160258	2
NM_001160259	2
NM_022469	1
NM_018222	1
NM_033181	2
NM_001256461	1
NM_005215	1
NM_005578	1
NM_001167671	1
NM_001167672	1
NM_000849	1
NM_001242857	1
NM_001242859	1
NM_001242861	1
NM_001242862	1
NM_014243	1
NM_000441	1
NM_024865	1
NM_000176	2
NM_001018074	2
NM_001018075	2
NM_001018076	2
NM_001018077	2
NM_005612	1
NM_001193508	1
NM_001144965	1
NM_133468	1
NM_005982	1
NM_182970	1
NM_002868	1
NM_002890	1
NM_022650	1
NM_001144968	1
NM_173808	1
NM_004171	2
NM_001144969	1
NM_001144971	1
NM_002993	1
NM_001020825	1
NM_001165	1
NM_001128176	1
NM_182962	1
NM_014795	2
NM_001171653	2
NM_002540	1
NM_018265	1
NM_001242352	1
NM_001201550	1
NM_001201551	1
NM_012153	1
NM_001206616	1
NM_001242702	1
NM_001011543	1
NM_021048	1
NM_001251828	1
NM_001271581	1
NM_205860	1
NM_001276464	1
NM_181482	1
NM_001276251	1
NM_001003675	1
NM_001278317	1
NM_005721	1
NM_001604	1
NM_001258462	1
NM_001258463	1
NM_001258464	1
NM_001258465	1
NM_004800	1
NM_001278472	2
NM_001271983	1
NM_015383	2
NM_181481	1
NM_173638	2
NM_001170755	2
NM_005277	1
NM_201591	1
NM_001277313	1
NM_001261447	1
NM_001103184	1
NM_001261448	1
NM_000065	1
NM_001031720	1
NM_024751	1
NM_003667	1
NM_001277226	1
NM_001277227	1
NM_000401	1
NM_001178083	1
NM_003585	1
NM_024811	1
NM_001136040	1
NM_001142565	1
NM_207122	1
NM_001141972	1
NM_024076	1
NM_001129994	1
NM_001129995	1
NM_138444	1
NM_014438	1
NM_198353	1
NM_018981	1
NM_198557	1
NM_003822	1
NM_014935	1
NM_152573	1
NM_144665	1
NM_001276249	1
NM_001003674	1
NM_012304	1
NM_001277140	1
NM_000280	1
NM_001278352	1
NM_001278469	2
NM_001278470	2
NM_001278471	2
NM_002545	1
NM_001012393	1
NM_201592	1
NM_000623	1
NM_006732	1
NM_001114171	1
NM_025009	1
NM_005544	1
NM_000800	1
NM_033136	1
NM_001144892	1
NM_001257205	1
NM_001257206	1
NM_001257207	1
NM_001257208	1
NM_001257209	1
NM_001257210	1
NM_001257211	1
NM_001257212	1
NM_000324	1
NM_003873	1
NM_015902	2
NM_001144934	1
NM_001144935	1
NM_018105	1
NM_006145	1
NM_199003	1
NM_001077261	1
NM_006312	1
NM_000454	1
NM_001206654	1
NM_000272	1
NM_207181	1
NM_001128178	1
NM_001128179	1
NM_003182	1
NM_013998	1
NM_013997	1
NM_013996	1
NM_004225	1
NM_001872	1
NM_002834	1
NM_006775	2
NM_206853	2
NM_206854	2
NM_206855	2
NM_001531	1
NM_001194999	1
NM_001195000	1
NM_002701	1
NM_198923	1
NM_003298	1
NM_033035	1
NM_001098624	1
NM_033290	1
NM_000381	1
NM_033137	1
NM_033289	1
NM_001193277	1
NM_006252	1
NM_001193281	1
NM_138551	1
NM_004778	2
NM_003262	1
NM_001195035	1
NM_001244972	1
NM_001244973	1
NM_152785	1
NM_001190259	1
NM_001190260	1
NM_018723	1
NM_145891	1
NM_145892	1
NM_145893	1
NM_001142333	1
NM_001142334	1
NM_004655	1
NM_001242696	1
NM_032383	1
NM_182830	1
NM_001278585	1
NM_033185	1
NM_020774	1
NM_130773	1
NM_006587	1
NM_207338	1
NM_001278562	1
NM_020927	1
NM_015052	1
NM_001270873	1
NM_006257	1
NM_001242413	1
NM_024734	1
NM_005562	1
NM_025163	1
NM_001127899	1
NM_001127898	1
NM_000084	1
NM_022842	1
NM_022347	1
NM_007375	1
NM_001145149	1
NM_005638	1
NM_001185183	1
NM_080669	1
NM_001242366	1
NM_014909	1
NM_014946	2
NM_006158	1
NM_003264	1
NM_000902	1
NM_007287	1
NM_007288	1
NM_007289	1
NM_003874	1
NM_001184879	1
NM_001184881	1
NM_001184882	1
NM_005904	1
NM_001039661	1
NM_001098175	3
NM_199425	1
NM_001190821	1
NM_001190822	1
NM_001190823	1
NM_022491	1
NM_199436	2
NM_002093	1
NM_016190	1
NM_001146156	1
NM_001242589	1
NM_000527	1
NM_001195798	1
NM_001195799	1
NM_001195800	1
NM_001195803	1
NM_000912	2
NM_001164178	3
NM_001164181	3
NM_001164182	3
NM_006108	1
NM_001164183	3
NM_030782	1
NM_206943	1
NM_000627	1
NM_005911	1
NM_001776	3
NM_001166264	1
NM_001166265	1
NM_001166266	1
NM_000983	1
NM_001164179	3
NM_004857	1
NM_012064	1
NM_003463	1
NM_006080	1
NM_005668	1
NM_015471	2
NM_001042549	2
NM_138992	1
NM_004531	1
NM_176806	1
NM_003064	1
NM_002427	1
NM_001130845	1
NM_001166158	1
NM_001557	1
NM_001168298	1
NM_001142386	1
NM_032967	2
NM_001080978	1
NM_022061	1
NM_005874	1
NM_015345	1
NM_001201427	1
NM_005381	1
NM_000168	1
NM_004323	1
NM_001172415	1
NM_001010875	1
NM_001031684	1
NM_005726	1
NM_001172695	1
NM_001172696	1
NM_001146341	1
NM_000216	1
NM_001134738	1
NM_001706	1
NM_007054	1
NM_001001890	2
NM_001754	2
NM_002942	1
NM_001128929	1
NM_001112812	1
NM_003477	1
NM_001083112	1
NM_001135024	1
NM_000408	1
NM_001128423	1
NM_001114086	1
NM_173803	1
NM_014180	1
NM_001340	1
NM_001014990	1
NM_015967	1
NM_018662	1
NM_012411	1
NM_001012957	1
NM_001193431	1
NM_032775	1
NM_000110	1
NM_001135147	1
NM_001172437	1
NM_003045	1
NM_001172438	1
NM_178505	1
NM_024091	1
NM_005763	1
NM_018109	1
NM_000891	2
NM_002753	1
NM_001351	1
NM_001190811	1
NM_172362	2
NM_138981	1
NM_002238	2
NM_005933	1
NM_175767	1
NM_001197104	1
NM_001142553	1
NM_054027	1
NM_001946	1
NM_000544	1
NM_022652	1
NM_017861	1
NM_001166304	1
NM_019008	1
NM_012318	1
NM_001198759	1
NM_001198760	1
NM_001001931	1
NM_001001925	1
NM_005087	1
NM_002738	1
NM_001013438	1
NM_001201573	1
NM_001001924	1
NM_001013439	1
NM_001201574	1
NM_020749	1
NM_005610	1
NM_001135255	1
NM_015295	2
NM_001135256	1
NM_000439	1
NM_001177875	1
NM_005141	1
NM_001177876	1
NM_001184741	1
NM_003276	1
NM_005359	1
NM_021961	1
NM_013319	1
NM_001145838	2
NM_001034173	1
NM_013411	1
NM_001204	2
NM_001199199	1
NM_016261	1
NM_001193609	1
NM_001012279	3
NM_022124	1
NM_001193610	1
NM_001193611	1
NM_001193612	1
NM_004734	4
NM_001195415	4
NM_001193613	1
NM_001195416	4
NM_024909	1
NM_004996	1
NM_007353	1
NM_153646	1
NM_203289	1
NM_153647	1
NM_001173531	1
NM_153648	1
NM_001199818	1
NM_001198	1
NM_001430	1
NM_001963	1
NM_018441	1
NM_001178130	1
NM_133496	1
NM_001202408	1
NM_018374	1
NM_001178131	1
NM_001144884	1
NM_001202409	1
NM_001147	3
NM_001134232	1
NM_001202410	1
NM_001118887	3
NM_001202411	1
NM_001118888	3
NM_001202412	1
NM_014637	2
NM_006924	1
NM_001078166	1
NM_001171133	1
NM_021806	1
NM_001171134	1
NM_001171132	1
NM_003029	1
NM_183001	1
NM_000096	1
NM_001130040	1
NM_024645	1
NM_001135731	1
NM_022041	1
NM_001130041	1
NM_001198812	1
NM_003842	1
NM_147187	1
NM_021949	2
NM_001001344	1
NM_001195446	1
NM_001142801	1
NM_031409	1
NM_004367	1
NM_001145079	2
NM_033285	1
NM_001135733	1
NM_004346	1
NM_032991	1
NM_139179	1
NM_001142936	1
NM_001029858	2
NM_016218	3
NM_001136024	1
NM_019114	1
NM_001164537	1
NM_001164540	1
NM_000093	1
NM_001278074	1
NM_006669	1
NM_198721	1
NM_001081638	1
NM_001243204	1
NM_001081639	1
NM_001142464	1
NM_001278516	1
NM_031244	2
NM_001278517	1
NM_001202859	1
NM_001278518	1
NM_001278519	1
NM_016929	1
NM_004992	1
NM_001565	1
NM_006457	1
NM_001011513	1
NM_001256425	1
NM_001113498	1
NM_001256426	1
NM_001256427	1
NM_001256428	1
NM_001135091	1
NM_001166393	1
NM_001135092	1
NM_020126	1
NM_001204159	1
NM_001204158	1
NM_001204160	1
NM_015068	1
NM_001243876	1
NM_003043	1
NM_001134367	1
NM_015256	1
NM_001009185	1
NM_001039703	1
NM_001204144	1
NM_001205247	1
NM_000621	3
NM_001204145	1
NM_001040152	1
NM_001165947	3
NM_001204146	1
NM_001204147	1
NM_001205250	1
NM_001204148	1
NM_001205251	1
NM_002410	1
NM_001204827	1
NM_001080529	1
NM_174892	1
NM_001204258	2
NM_004277	1
NM_001204259	2
NM_001204051	1
NM_001204260	2
NM_001204261	2
NM_001204052	1
NM_001204262	2
NM_001278541	1
NM_001204263	2
NM_001204264	2
NM_152274	1
NM_001130997	1
NM_032102	1
NM_001130847	1
NM_001204269	1
NM_002524	1
NM_001277269	2
NM_002750	2
NM_139046	2
NM_139049	1
NM_001278547	1
NM_001278548	2
NM_002074	1
NM_006791	1
NM_206839	1
NM_001265603	1
NM_145212	1
NM_001265604	1
NM_001265605	1
NM_001085401	1
NM_006793	1
NM_014098	1
NM_001100163	1
NM_012193	1
NM_002763	1
NM_020987	2
NM_001149	2
NM_018684	1
NM_001204403	2
NM_001204404	2
NM_001178032	1
NM_017940	2
NM_001173454	2
NM_001178033	1
NM_003679	1
NM_001243804	1
NM_001173455	2
NM_006147	1
NM_001206696	1
NM_000284	2
NM_001080533	1
NM_173832	1
NM_001173456	2
NM_001270616	1
NM_001258406	1
NM_030579	1
NM_001278172	1
NM_001032	1
NM_153765	1
NM_001184961	1
NM_004938	1
NM_001243598	1
NM_002443	1
NM_001278398	1
NM_138634	1
NM_001184962	1
NM_002350	1
NM_001126340	1
NM_001111097	1
NM_001115131	1
NM_001271818	1
NM_005795	1
NM_001271751	1
NM_153767	1
NM_153764	1
NM_153766	1
NM_000220	1
NM_004544	1
NM_182907	1
NM_152459	1
NM_001033857	2
NM_030876	1
NM_001033858	2
NM_005426	1
NM_001031685	1
NM_172201	1
NM_057176	1
NM_001106	1
NM_198270	1
NM_005410	1
NM_001098268	1
NM_001105570	1
NM_021255	1
NM_003001	1
NM_001035511	1
NM_001035512	1
NM_001035513	1
NM_014228	1
NM_012471	1
NM_003458	1
NM_052910	1
NM_004763	1
NM_002202	2
NM_022334	1
NM_002312	1
NM_206937	1
NM_021191	1
NM_022451	1
NM_005422	2
NM_001682	1
NM_001001323	1
NM_006864	1
NM_001081450	1
NM_015229	1
NM_001005404	1
NM_053056	1
NM_006319	1
NM_001033087	2
NM_003059	1
NM_024884	1
NM_025152	1
NM_001081637	1
NM_173830	2
NM_020297	1
NM_080820	1
NM_020699	1
NM_138448	1
NM_014763	1
NM_001093726	1
NM_001085486	1
NM_014112	1
NM_030777	1
NM_001773	1
NM_001025109	1
NM_002535	1
NM_016231	1
NM_080676	2
NM_021807	1
NM_001077244	1
NM_018697	1
NM_007220	1
NM_006529	1
NM_001042543	1
NM_147180	1
NM_002843	1
NM_080612	1
NM_001081573	1
NM_173508	1
NM_145176	1
NM_014707	1
NM_018485	1
NM_018958	2
NM_001081491	1
NM_001271749	1
NM_001271750	1
NM_003178	1
NM_022487	2
NM_001033855	2
NM_001278661	1
NM_001278662	1
NM_203282	1
NM_001278663	1
NM_001278664	1
NM_001278677	1
NM_001278678	1
NM_032784	1
NM_005711	1
NM_001278642	1
NM_032971	1
NM_032972	1
NM_001278619	1
NM_001031804	1
NM_004326	1
NM_173516	1
NM_018133	1
NM_001145417	1
NM_002886	2
NM_001444	1
NM_006250	1
NM_001129832	1
NM_198795	1
NM_001129833	1
NM_001129834	1
NM_001129835	1
NM_001129836	1
NM_001077	1
NM_014333	2
NM_001129837	1
NM_014143	1
NM_001098517	2
NM_001129838	1
NM_001129839	1
NM_001129840	1
NM_001129841	1
NM_001129842	1
NM_001129843	1
NM_001129844	1
NM_001129846	1
NM_014685	1
NM_001010989	1
NM_001272103	1
NM_001122834	1
NM_018194	1
NM_001170564	1
NM_000926	1
NM_003722	1
NM_001114978	1
NM_001167623	1
NM_001114980	1
NM_001167624	1
NM_001114981	1
NM_001167625	1
NM_007348	1
NM_000833	1
NM_001134407	1
NM_003177	1
NM_001135052	1
NM_003094	1
NM_001174167	1
NM_001174168	1
NM_001110	1
NM_182762	2
NM_001170580	1
NM_001127500	1
NM_001076	1
NM_001271162	1
NM_000131	1
NM_019616	1
NM_001267554	1
NM_001170587	1
NM_001170588	1
NM_007218	2
NM_014141	1
NM_001278689	1
NM_173654	1
NM_005621	1
NM_000212	1
NM_001168338	1
NM_003879	1
NM_001127183	1
NM_001202515	1
NM_000130	1
NM_001202516	1
NM_001202517	1
NM_001202518	1
NM_004993	1
NM_001202519	1
NM_030660	1
NM_001127696	1
NM_152872	1
NM_005228	1
NM_004656	1
NM_020638	1
NM_001267706	1
NM_004963	1
NM_000051	1
NM_006743	1
NM_000949	1
NM_003253	1
NM_001204314	1
NM_000222	1
NM_001127697	1
NM_001093772	1
NM_003300	1
NM_145725	1
NM_145726	1
NM_001199427	1
NM_001164774	1
NM_001164776	1
NM_001164777	1
NM_001164778	1
NM_001164779	1
NM_001164780	1
NM_001164781	1
NM_001164782	1
NM_000719	1
NM_199460	1
NM_004631	3
NM_001129827	1
NM_001018054	3
NM_033300	3
NM_001129829	1
NM_001129830	1
NM_017522	3
NM_000245	1
NM_001129831	1
NM_001271161	1
NM_001278712	1
NM_001190472	1
NM_001190478	1
NM_001190487	1
NM_001190489	1
NM_181361	1
NM_005266	1
NM_181703	1
NM_005832	1
NM_001278911	1
NM_001202474	1
NM_001859	2
NM_016462	1
NM_001165258	1
NM_183419	1
NM_015435	1
NM_001280539	1
