Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0071407~cellular response to organic cyclic compound	31	0.583694219544342	2.2719191012635816E-4	NM_003161, NM_033356, NM_004064, NM_007315, NM_001001419, NM_005884, NM_001003845, NM_003927, NM_213662, NM_000499, NM_000576, NM_004346, NM_005194, NM_001562, NM_001451, NM_198282, NM_000210, NM_004364, NM_005873, NM_139266, NM_020529, NM_007114, NM_001200, NM_002412, NM_002577, NM_170587, NM_001015885, NM_003502, NM_002982, NM_031966, NM_015508, NM_007355	4776	59	16792	1.847344064957556	0.817282818735696	0.029381060932254788	0.4497309097405866
GOTERM_BP_DIRECT	GO:0000070~mitotic sister chromatid segregation	17	0.32009037845980043	2.2796592098062206E-4	NM_004725, NM_002497, NM_004724, NM_006101, NM_012291, NM_006461, NM_006306, NM_016359, NM_173830, NM_002263, NM_003457, NM_005030, NM_001809, NM_001005414, NM_017553, NM_002358, NM_005496	4776	25	16792	2.390820770519263	0.8183380020059403	0.02897884623935265	0.4512597916814798
GOTERM_BP_DIRECT	GO:0016569~covalent chromatin modification	51	0.9602711353794013	2.333382235666736E-4	NM_012295, NM_012290, NM_005997, NM_212479, NM_016188, NM_015265, NM_138730, NM_153207, NM_139076, NM_015324, NM_003211, NM_003074, NM_003073, NM_001350, NM_003072, NM_005104, NM_003079, NM_003077, NM_030763, NM_017528, NM_003601, NM_025134, NM_030920, NM_139048, NM_020920, NM_001270, NM_001271, NM_032107, NM_152892, NM_016578, NM_174893, NM_006565, NM_181042, NM_004459, NM_019071, NM_004497, NM_003472, NM_002895, NM_018165, NM_198219, NM_003655, NM_138610, NM_014034, NM_014377, NM_001009936, NM_006717, NM_022117, NM_005611, NM_015651, NM_058243, NM_018191, NM_006311, NM_139067	4776	113	16792	1.586827945034909	0.825495882245157	0.02915645185620075	0.4618709359229256
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription from RNA polymerase II promoter	329	6.1946902654867255	2.340622537590144E-4	NM_022334, NM_000600, NM_002199, NM_001003652, NM_005093, NM_001015892, NM_138376, NM_002586, NM_006194, NM_015986, NM_006345, NM_016138, NM_014554, NM_012154, NM_006196, NM_015013, NM_032638, NM_004364, NM_199320, NM_003747, NM_000795, NM_022731, NM_001527, NM_004356, NM_145716, NM_012448, NM_003643, NM_024496, NM_153426, NM_007315, NM_000620, NM_002467, NM_002466, NM_005359, NM_001805, NM_173158, NM_022454, NM_031866, NM_003468, NM_002895, NM_005982, NM_015384, NM_006079, NM_022845, NM_004329, NM_006713, NM_138792, NM_004229, NM_003131, NM_000964, NM_005461, NM_032233, NM_002479, NM_002478, NM_016631, NM_058241, NM_005986, NM_058243, NM_031262, NM_001200, NM_015995, NM_001204, NM_021144, NM_025209, NM_017651, NM_016399, NM_017553, NM_013282, NM_012421, NM_012183, NM_006582, NM_005587, NM_017617, NM_001032999, NM_003773, NM_003204, NM_024309, NM_021964, NM_000545, NM_005760, NM_000546, NM_003201, NM_005862, NM_001755, NM_003392, NM_145803, NM_176096, NM_004739, NM_015265, NM_014314, NM_001039360, NM_001618, NM_005381, NM_138730, NM_147193, NM_005195, NM_005194, NM_003074, NM_000122, NM_003073, NM_014112, NM_003072, NM_005190, NM_004302, NM_000125, NM_004723, NM_005597, NM_001621, NM_002360, NM_000658, NM_007111, NM_177455, NM_138711, NM_003883, NM_006167, NM_001005291, NM_016373, NM_006236, NM_003893, NM_006164, NM_017934, NM_013261, NM_006161, NM_002359, NM_003200, NM_144580, NM_002653, NM_000521, NM_012068, NM_006565, NM_003227, NM_003376, NM_002757, NM_004497, NM_138554, NM_032607, NM_181715, NM_001799, NM_002616, NM_002229, NM_032482, NM_006265, NM_002228, NM_003614, NM_013254, NM_012478, NM_003367, NM_001080412, NM_015138, NM_080606, NM_022802, NM_006261, NM_172373, NM_003214, NM_003216, NM_001025366, NM_012286, NM_004606, NM_020999, NM_201589, NM_000210, NM_000214, NM_001105, NM_006447, NM_021569, NM_005746, NM_006644, NM_003220, NM_017610, NM_003222, NM_012249, NM_001065, NM_006666, NM_002904, NM_012345, NM_002309, NM_014360, NM_006286, NM_078487, NM_133433, NM_001010931, NM_006937, NM_005149, NM_005919, NM_015099, NM_000576, NM_006106, NM_021009, NM_005011, NM_002701, NM_030973, NM_004774, NM_001260, NM_198055, NM_007249, NM_002106, NM_020529, NM_004674, NM_015086, NM_020863, NM_003998, NM_004472, NM_033439, NM_005920, NM_139048, NM_000400, NM_020920, NM_004571, NM_001067, NM_001991, NM_139045, NM_001278, NM_003598, NM_014740, NM_005171, NM_000461, NM_054026, NM_001469, NM_006509, NM_004041, NM_002135, NM_005178, NM_002139, NM_001668, NM_001989, NM_052854, NM_013354, NM_001881, NM_007262, NM_139013, NM_058197, NM_018064, NM_001562, NM_032286, NM_001986, NM_001987, NM_014757, NM_022051, NM_020338, NM_002335, NM_002336, NM_012238, NM_012237, NM_002938, NM_005169, NM_002128, NM_001455, NM_024529, NM_004451, NM_002131, NM_006904, NM_005663, NM_001554, NM_005901, NM_014223, NM_006521, NM_018204, NM_182574, NM_003189, NM_202002, NM_016619, NM_003184, NM_025021, NM_015472, NM_181782, NM_003403, NM_005251, NM_005253, NM_003577, NM_000944, NM_005252, NM_030937, NM_005257, NM_003824, NM_014963, NM_003581, NM_003821, NM_005955, NM_014868, NM_144618, NM_004264, NM_001451, NM_003923, NM_033405, NM_130803, NM_001430, NM_031449, NM_014587, NM_003195, NM_002147, NM_018955, NM_001009944, NM_018419, NM_001951, NM_001950, NM_004396, NM_182557, NM_001007559, NM_005642, NM_003691, NM_015046, NM_014048, NM_181659, NM_032575, NM_001329, NM_025234, NM_032954, NM_152274, NM_012323, NM_002967, NM_001009569, NM_022740, NM_004083, NM_001427, NM_004559, NM_005029, NM_005229, NM_004387, NM_213662, NM_002041, NM_005228, NM_024680, NM_003942, NM_005120, NM_003418, NM_005612, NM_024665, NM_198282, NM_139266, NM_138693, NM_183013, NM_001315, NM_000484, NM_005022, NM_005316, NM_003934, NM_032552, NM_002431, NM_014574, NM_005119	4776	981	16792	1.179138984081126	0.8264387430934261	0.028765249122802428	0.4633009275222033
GOTERM_BP_DIRECT	GO:0007077~mitotic nuclear envelope disassembly	25	0.47072114479382415	2.4175532899871146E-4	NM_014669, NM_014089, NM_031216, NM_153719, NM_018087, NM_015231, NM_198887, NM_005030, NM_006267, NM_007342, NM_003860, NM_015135, NM_015665, NM_015343, NM_172020, NM_024057, NM_001786, NM_003384, NM_016320, NM_004701, NM_007172, NM_000117, NM_001015885, NM_002532, NM_031966	4776	44	16792	1.9976777828536625	0.8361477656534132	0.029216983352611914	0.4784938860046828
GOTERM_BP_DIRECT	GO:0006409~tRNA export from nucleus	20	0.3765769158350593	2.474809609269695E-4	NM_014669, NM_022917, NM_015665, NM_014089, NM_007235, NM_172020, NM_006325, NM_024057, NM_031216, NM_016320, NM_153719, NM_018087, NM_007172, NM_015231, NM_198887, NM_006267, NM_001015885, NM_007342, NM_002532, NM_015135	4776	32	16792	2.1974455611390282	0.8430195808578977	0.029423513213556518	0.489799935804458
GOTERM_BP_DIRECT	GO:0070911~global genome nucleotide-excision repair	20	0.3765769158350593	2.474809609269695E-4	NM_194259, NM_001008895, NM_003350, NM_004628, NM_001005781, NM_018955, NM_001618, NM_004344, NM_006936, NM_014248, NM_000380, NM_006937, NM_021009, NM_001516, NM_005316, NM_000400, NM_004284, NM_000122, NM_017610, NM_003348	4776	32	16792	2.1974455611390282	0.8430195808578977	0.029423513213556518	0.489799935804458
GOTERM_BP_DIRECT	GO:1900034~regulation of cellular response to heat	37	0.6966672942948597	2.5058021594385137E-4	NM_014669, NM_032375, NM_002014, NM_014089, NM_014365, NM_058246, NM_031216, NM_006761, NM_001885, NM_153719, NM_018087, NM_015231, NM_005345, NM_198887, NM_004281, NM_006267, NM_007342, NM_153201, NM_014377, NM_015135, NM_138957, NM_012124, NM_012238, NM_015665, NM_172020, NM_002745, NM_172171, NM_024057, NM_006597, NM_016320, NM_006145, NM_007172, NM_001537, NM_001015885, NM_004874, NM_002532, NM_006644, NM_001221, NM_007355	4776	75	16792	1.7345170295924066	0.8466182707429077	0.029320691894714868	0.4959193334267198
GOTERM_BP_DIRECT	GO:0043044~ATP-dependent chromatin remodeling	16	0.30126153266804745	2.6534879614991064E-4	NM_004739, NM_003601, NM_003927, NM_139067, NM_001527, NM_001101, NM_178042, NM_003074, NM_003073, NM_020699, NM_001273, NM_003072, NM_031314, NM_003079, NM_020920, NM_003077	4776	23	16792	2.4458524506590926	0.8626657796057641	0.030544691162329496	0.5250745989020755
GOTERM_BP_DIRECT	GO:0045931~positive regulation of mitotic cell cycle	18	0.33891922425155335	3.628891500403207E-4	NM_003189, NM_003161, NM_001012271, NM_005157, NM_001786, NM_006879, NM_002392, NM_006167, NM_017489, NM_001673, NM_000484, NM_002834, NM_006256, NM_000430, NM_012448, NM_015584, NM_031966, NM_003028, NM_001968	4776	28	16792	2.260229720028715	0.9338126837361083	0.040912847508244754	0.7174294321624863
GOTERM_BP_DIRECT	GO:0043968~histone H2A acetylation	12	0.2259461495010356	4.0066068329859626E-4	NM_003496, NM_022756, NM_015409, NM_003707, NM_012286, NM_006666, NM_019071, NM_025209, NM_178042, NM_006530, NM_078628, NM_206839, NM_078629	4776	15	16792	2.8127303182579566	0.9501104237510852	0.04440718431628332	0.7918220174257806
GOTERM_BP_DIRECT	GO:0000245~spliceosomal complex assembly	17	0.32009037845980043	4.364685918702778E-4	NM_006590, NM_000344, NM_177542, NM_012321, NM_022877, NM_024775, NM_016652, NM_017853, NM_014502, NM_182691, NM_004630, NM_003096, NM_004939, NM_014706, NM_012433, NM_003616, NM_006938	4776	26	16792	2.2988661254992913	0.9618387366586045	0.04757630788490563	0.8622982844757376
GOTERM_BP_DIRECT	GO:0051726~regulation of cell cycle	54	1.0167576727546601	4.386926454573202E-4	NM_001258, NM_202002, NM_001924, NM_003390, NM_004354, NM_004060, NM_023923, NM_138375, NM_021574, NM_173083, NM_006098, NM_001112, NM_002595, NM_005308, NM_133376, NM_003968, NM_004203, NM_153201, NM_004774, NM_001260, NM_032637, NM_016507, NM_002211, NM_004196, NM_016343, NM_001761, NM_001951, NM_020310, NM_001790, NM_018360, NM_001012614, NM_033532, NM_032107, NM_015675, NM_002466, NM_022740, NM_002895, NM_019104, NM_002229, NM_002228, NM_032482, NM_213662, NM_005030, NM_004656, NM_032195, NM_015076, NM_004327, NM_032844, NM_005611, NM_001288, NM_012237, NM_007375, NM_006597, NM_138927, NM_004701, NM_033489, NM_006447, NM_031966	4776	124	16792	1.5311233587291295	0.9624686897780336	0.04712660370562771	0.8666740449225996
GOTERM_BP_DIRECT	GO:0000381~regulation of alternative mRNA splicing, via spliceosome	22	0.4142346074185652	4.631469588246088E-4	NM_002370, NM_002478, NM_014309, NM_004906, NM_152858, NM_005676, NM_006275, NM_032141, NM_002139, NM_005877, NM_016090, NM_004396, NM_130436, NM_001533, NM_006711, NM_004593, NM_020180, NM_003016, NM_005105, NM_013286, NM_005119, NM_175866, NM_144778	4776	38	16792	2.035528519791942	0.9687459091178797	0.04898568071281928	0.9147750986970626
GOTERM_BP_DIRECT	GO:0006468~protein phosphorylation	163	3.0691018640557335	5.070515100721797E-4	NM_015000, NM_001259, NM_001258, NM_006282, NM_006281, NM_006482, NM_004579, NM_001003652, NM_005713, NM_052987, NM_005813, NM_006875, NM_031480, NM_021574, NM_152649, NM_000075, NM_002595, NM_006738, NM_004203, NM_016281, NM_020247, NM_033266, NM_001260, NM_013306, NM_002314, NM_024091, NM_003137, NM_002497, NM_001012271, NM_005400, NM_004672, NM_016653, NM_145910, NM_182691, NM_003993, NM_033115, NM_153827, NM_004972, NM_130436, NM_001012614, NM_000400, NM_152835, NM_004217, NM_005923, NM_023110, NM_001278, NM_032294, NM_014602, NM_004333, NM_007118, NM_004714, NM_017771, NM_212461, NM_013355, NM_004329, NM_004516, NM_004327, NM_015076, NM_000964, NM_001569, NM_000455, NM_004226, NM_025144, NM_014757, NM_002478, NM_005160, NM_018979, NM_002082, NM_058241, NM_001200, NM_004336, NM_016625, NM_005990, NM_033550, NM_004507, NM_002735, NM_005901, NM_002982, NM_002731, NM_002730, NM_024652, NM_002350, NM_001005861, NM_017572, NM_012290, NM_003576, NM_001001419, NM_032025, NM_014266, NM_198433, NM_014264, NM_199054, NM_144610, NM_018492, NM_005109, NM_172215, NM_000122, NM_005190, NM_001080434, NM_004302, NM_001211, NM_153005, NM_173354, NM_012218, NM_020397, NM_004196, NM_005246, NM_003384, NM_177559, NM_013257, NM_015358, NM_003913, NM_003957, NM_080836, NM_014975, NM_006622, NM_178170, NM_016231, NM_001221, NM_003690, NM_033532, NM_017593, NM_003161, NM_005134, NM_001031741, NM_001013398, NM_002759, NM_022740, NM_002752, NM_012329, NM_005881, NM_001799, NM_002760, NM_005030, NM_004383, NM_020791, NM_003985, NM_003618, NM_006035, NM_024800, NM_003157, NM_003942, NM_138957, NM_001319, NM_003215, NM_002748, NM_004606, NM_145686, NM_002648, NM_002608, NM_002745, NM_001024847, NM_001110, NM_002740, NM_000539, NM_000215, NM_033489, NM_001007071, NM_198268, NM_033276, NM_001105, NM_000484, NM_002577, NM_007174, NM_006256, NM_017719, NM_002431, NM_004954, NM_031965, NM_006545	4776	456	16792	1.2567846542654795	0.9774994237552482	0.05276026168475334	1.0010786989762654
GOTERM_BP_DIRECT	GO:0006915~apoptotic process	198	3.7281114667670874	5.133364248910536E-4	NM_130837, NM_001924, NM_016558, NM_014959, NM_032313, NM_006875, NM_171982, NM_003253, NM_147156, NM_006098, NM_003252, NM_004346, NM_014417, NM_194280, NM_016561, NM_003844, NM_032300, NM_199320, NM_002598, NM_003746, NM_031483, NM_007350, NM_016454, NM_006333, NM_138763, NM_004215, NM_007315, NM_018370, NM_173158, NM_005982, NM_023079, NM_030782, NM_004226, NM_057178, NM_024339, NM_005793, NM_176863, NM_005067, NM_001005, NM_004703, NM_006303, NM_004336, NM_005789, NM_016399, NM_013943, NM_024755, NM_005587, NM_015658, NM_024309, NM_033356, NM_015161, NM_012291, NM_000546, NM_145018, NM_206956, NM_024828, NM_024948, NM_001080430, NM_000122, NM_006054, NM_001212, NM_001211, NM_001621, NM_001380, NM_005871, NM_015170, NM_201430, NM_001786, NM_000043, NM_182985, NM_177559, NM_020313, NM_021818, NM_001229, NM_178454, NM_003502, NM_022073, NM_138621, NM_006663, NM_015675, NM_016066, NM_004757, NM_001013398, NM_003897, NM_173824, NM_005884, NM_001636, NM_006265, NM_005879, NM_145725, NM_032885, NM_016056, NM_002648, NM_002745, NM_013237, NM_031892, NM_016151, NM_033489, NM_201402, NM_024712, NM_006256, NM_015957, NM_006282, NM_006281, NM_001013439, NM_032271, NM_174936, NM_178122, NM_001039479, NM_181886, NM_000576, NM_000415, NM_001350, NM_022037, NM_001012271, NM_003031, NM_014739, NM_005400, NM_022173, NM_020529, NM_002715, NM_003998, NM_020360, NM_004972, NM_002513, NM_032276, NM_005920, NM_024408, NM_000400, NM_033064, NM_015124, NM_003028, NM_004765, NM_015316, NM_001008540, NM_004041, NM_002135, NM_004040, NM_006410, NM_017769, NM_022157, NM_006793, NM_058197, NM_139013, NM_012234, NM_003010, NM_004131, NM_000591, NM_014330, NM_013374, NM_005707, NM_016315, NM_020130, NM_005159, NM_001970, NM_014225, NM_002342, NM_018204, NM_032974, NM_003824, NM_015367, NM_182665, NM_005954, NM_003821, NM_005308, NM_021631, NM_003921, NM_014394, NM_005038, NM_003811, NM_133369, NM_003592, NM_001814, NM_183416, NM_002814, NM_012112, NM_031942, NM_014874, NM_033532, NM_005131, NM_003161, NM_033292, NM_004083, NM_033004, NM_014791, NM_182915, NM_003806, NM_017727, NM_013399, NM_138957, NM_020375, NM_004401, NM_018339, NM_000490, NM_198282, NM_001024847, NM_139266, NM_005018, NM_019006, NM_001315, NM_001316, NM_005317, NM_002577, NM_001197, NM_004271	4776	567	16792	1.227779107176092	0.9785333735340371	0.05266471087133817	1.0134271746760959
GOTERM_BP_DIRECT	GO:0006366~transcription from RNA polymerase II promoter	181	3.4080210883072866	5.146991384745009E-4	NM_002486, NM_003146, NM_002199, NM_001003652, NM_001488, NM_001015892, NM_002904, NM_002114, NM_002095, NM_014360, NM_006194, NM_015099, NM_021008, NM_001516, NM_007146, NM_002504, NM_145325, NM_001514, NM_018664, NM_005011, NM_006532, NM_005481, NM_006734, NM_002701, NM_032638, NM_198055, NM_001265, NM_004364, NM_003442, NM_005679, NM_004674, NM_003437, NM_020863, NM_003998, NM_004472, NM_022731, NM_145716, NM_005920, NM_139048, NM_014409, NM_000400, NM_012448, NM_004571, NM_004219, NM_003643, NM_153426, NM_005171, NM_002467, NM_002466, NM_005359, NM_001805, NM_004041, NM_001039697, NM_004715, NM_003472, NM_002139, NM_005982, NM_052854, NM_022845, NM_006713, NM_003799, NM_003131, NM_005461, NM_003902, NM_001986, NM_001987, NM_015846, NM_002478, NM_021974, NM_015845, NM_058241, NM_005986, NM_001455, NM_031262, NM_003455, NM_006311, NM_012406, NM_015995, NM_001204, NM_002131, NM_005663, NM_006602, NM_005901, NM_012186, NM_014223, NM_004236, NM_006706, NM_004237, NM_006582, NM_005587, NM_202002, NM_003204, NM_003184, NM_021964, NM_015859, NM_005645, NM_000545, NM_005644, NM_003201, NM_005760, NM_000546, NM_005862, NM_005251, NM_001755, NM_005252, NM_005257, NM_001618, NM_147193, NM_015905, NM_005955, NM_002805, NM_005195, NM_000124, NM_005194, NM_000122, NM_014112, NM_003923, NM_001451, NM_005384, NM_000125, NM_001430, NM_004422, NM_005597, NM_002360, NM_001621, NM_000658, NM_002147, NM_177455, NM_002955, NM_004728, NM_007114, NM_006233, NM_003893, NM_020310, NM_001950, NM_006164, NM_006232, NM_006165, NM_002359, NM_005641, NM_005642, NM_003691, NM_012118, NM_004313, NM_015456, NM_032575, NM_002653, NM_032958, NM_032959, NM_012068, NM_007221, NM_006565, NM_007362, NM_012323, NM_032607, NM_004559, NM_024503, NM_005029, NM_001799, NM_005934, NM_005229, NM_004387, NM_002229, NM_006265, NM_002228, NM_197957, NM_003367, NM_006261, NM_172373, NM_005612, NM_003216, NM_004606, NM_201589, NM_020999, NM_007375, NM_032940, NM_000937, NM_147133, NM_000938, NM_006951, NM_005316, NM_024671, NM_003934, NM_002431, NM_003220, NM_004688, NM_003222	4776	513	16792	1.2405072797385237	0.9787512139093996	0.05208689056722249	1.0161044142831033
GOTERM_BP_DIRECT	GO:0031398~positive regulation of protein ubiquitination	32	0.6025230653360949	5.402166407308056E-4	NM_024295, NM_030571, NM_000801, NM_013438, NM_005861, NM_004041, NM_001753, NM_145803, NM_176096, NM_020651, NM_182665, NM_003821, NM_138704, NM_012267, NM_003347, NM_012176, NM_003921, NM_053067, NM_007349, NM_033632, NM_001010984, NM_005147, NM_005347, NM_018955, NM_198157, NM_006303, NM_019080, NM_054014, NM_015436, NM_002814, NM_018193, NM_003502, NM_003338, NM_017610, NM_004313	4776	64	16792	1.757956448911223	0.9824456358022856	0.05387072432179074	1.0662243852234243
GOTERM_BP_DIRECT	GO:0007017~microtubule-based process	21	0.3954057616268123	5.749495722556213E-4	NM_005740, NM_001031741, NM_006000, NM_080677, NM_177987, NM_080386, NM_018943, NM_003372, NM_016426, NM_003746, NM_032704, NM_006087, NM_006400, NM_178014, NM_006086, NM_006088, NM_006082, NM_079836, NM_000430, NM_006009, NM_001069	4776	36	16792	2.0509491903964268	0.9864644363120951	0.05648310687976921	1.1344060344631979
GOTERM_BP_DIRECT	GO:0006338~chromatin remodeling	40	0.7531538316701186	6.032987902785968E-4	NM_016578, NM_014950, NM_003707, NM_000545, NM_002467, NM_006666, NM_052963, NM_001488, NM_181042, NM_004459, NM_016188, NM_015265, NM_003472, NM_003286, NM_018165, NM_178042, NM_003074, NM_004284, NM_003073, NM_001350, NM_003072, NM_003079, NM_206839, NM_003077, NM_000125, NM_013449, NM_012286, NM_024644, NM_058243, NM_031288, NM_003601, NM_139067, NM_001527, NM_014142, NM_078628, NM_017444, NM_017553, NM_024670, NM_001270, NM_017916, NM_139045, NM_078629	4776	86	16792	1.635308324568579	0.9890524569352208	0.058419283743372574	1.1900232133408073
GOTERM_BP_DIRECT	GO:0042795~snRNA transcription from RNA polymerase II promoter	34	0.6401807569196009	6.695162284719528E-4	NM_002486, NM_005645, NM_015859, NM_007362, NM_001015892, NM_002697, NM_001039697, NM_002095, NM_024068, NM_001799, NM_033547, NM_018164, NM_030628, NM_018142, NM_001080453, NM_001514, NM_006532, NM_024611, NM_032177, NM_020395, NM_021974, NM_182800, NM_032940, NM_000937, NM_003442, NM_000938, NM_058241, NM_030800, NM_006233, NM_018170, NM_006232, NM_006951, NM_012081, NM_005641	4776	70	16792	1.7077291217994737	0.993331286661832	0.06379927237100302	1.3198167910171033
GOTERM_BP_DIRECT	GO:0006977~DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	31	0.583694219544342	6.745728374128249E-4	NM_004064, NM_001924, NM_000546, NM_018451, NM_198319, NM_054026, NM_001798, NM_006286, NM_006879, NM_002392, NM_198433, NM_014516, NM_013354, NM_178588, NM_033010, NM_021009, NM_144571, NM_002520, NM_206999, NM_005611, NM_005444, NM_007111, NM_006142, NM_001786, NM_199185, NM_015442, NM_016426, NM_018955, NM_001790, NM_001950, NM_002719, NM_006622, NM_016399, NM_138763, NM_031966	4776	62	16792	1.7579564489112227	0.993579005530594	0.06345790489868819	1.3297216530587574
GOTERM_BP_DIRECT	GO:0070979~protein K11-linked ubiquitination	17	0.32009037845980043	7.894057092101598E-4	NM_181803, NM_016238, NM_001256, NM_002938, NM_001001481, NM_014176, NM_198157, NM_181886, NM_014885, NM_015983, NM_152653, NM_014501, NM_003347, NM_022662, NM_003336, NM_016263, NM_003344, NM_001002244	4776	27	16792	2.2137229356659844	0.9972820470478888	0.07294464725683647	1.554401755221646
GOTERM_BP_DIRECT	GO:0051170~nuclear import	13	0.24477499529278854	8.397485333948083E-4	NM_006410, NM_003096, NM_005701, NM_177542, NM_000344, NM_003095, NM_002136, NM_198216, NM_022877, NM_024775, NM_003616, NM_006938, NM_024707	4776	18	16792	2.5392704262051	0.9981355664018696	0.0764722256666025	1.652748438500562
GOTERM_BP_DIRECT	GO:0070534~protein K63-linked ubiquitination	21	0.3954057616268123	9.189813056329366E-4	NM_022066, NM_003350, NM_001012989, NM_194460, NM_003342, NM_199203, NM_002938, NM_053023, NM_005861, NM_014176, NM_014455, NM_145803, NM_014502, NM_031483, NM_006154, NM_015983, NM_152653, NM_014501, NM_058197, NM_016561, NM_003348	4776	37	16792	1.995518131196523	0.9989698594564674	0.08238351726306592	1.8073438268669362
GOTERM_BP_DIRECT	GO:0061077~chaperone-mediated protein folding	21	0.3954057616268123	9.189813056329366E-4	NM_001746, NM_181342, NM_002013, NM_016594, NM_002014, NM_004117, NM_000801, NM_004911, NM_182827, NM_005038, NM_177559, NM_004343, NM_054014, NM_173810, NM_007270, NM_006371, NM_017946, NM_022110, NM_021939, NM_016292, NM_002857, NM_012124	4776	37	16792	1.995518131196523	0.9989698594564674	0.08238351726306592	1.8073438268669362
GOTERM_BP_DIRECT	GO:0050821~protein stabilization	57	1.0732442101299189	9.26275690722703E-4	NM_006282, NM_006281, NM_002634, NM_024309, NM_006585, NM_002156, NM_001015892, NM_003394, NM_006875, NM_031431, NM_005345, NM_005954, NM_057175, NM_022081, NM_003826, NM_033632, NM_006677, NM_005147, NM_006431, NM_001762, NM_015358, NM_021818, NM_006429, NM_020153, NM_001042698, NM_006371, NM_013261, NM_004475, NM_201626, NM_016231, NM_002857, NM_007355, NM_030752, NM_032811, NM_003713, NM_022454, NM_004281, NM_007262, NM_022110, NM_058197, NM_012073, NM_016111, NM_007236, NM_015017, NM_001005781, NM_153603, NM_004606, NM_001456, NM_001310, NM_005322, NM_016426, NM_004343, NM_005065, NM_017913, NM_003457, NM_005022, NM_012341, NM_017899	4776	136	16792	1.473581140999113	0.9990246163962063	0.08202822826161882	1.8215646937484231
GOTERM_BP_DIRECT	GO:0042273~ribosomal large subunit biogenesis	16	0.30126153266804745	9.62412198890087E-4	NM_138446, NM_015658, NM_001014445, NM_017706, NM_006824, NM_001087, NM_018256, NM_018093, NM_182922, NM_006753, NM_000969, NM_016391, NM_016093, NM_003973, NM_016101, NM_015169	4776	25	16792	2.2501842546063653	0.9992558533816039	0.08409697359118562	1.89198627216286
GOTERM_BP_DIRECT	GO:0006283~transcription-coupled nucleotide-excision repair	35	0.6590096027113538	9.91231432476294E-4	NM_001008895, NM_014691, NM_020196, NM_198189, NM_020701, NM_212492, NM_001799, NM_001516, NM_021009, NM_000124, NM_000122, NM_020894, NM_181558, NM_006591, NM_002311, NM_021974, NM_032940, NM_000937, NM_002913, NM_002915, NM_000938, NM_018955, NM_022730, NM_014502, NM_006233, NM_014248, NM_000380, NM_002691, NM_006232, NM_016319, NM_005316, NM_006230, NM_181471, NM_000400, NM_004236, NM_002431	4776	74	16792	1.6629317759971027	0.9994002993636938	0.08550795106032627	1.9481138156999145
GOTERM_BP_DIRECT	GO:0019827~stem cell population maintenance	26	0.4895499905855771	0.001016443822202034	NM_019843, NM_020961, NM_002309, NM_133433, NM_015384, NM_004329, NM_014712, NM_014815, NM_138792, NM_004229, NM_152383, NM_015138, NM_001009936, NM_004264, NM_032286, NM_001968, NM_004269, NM_005120, NM_015651, NM_080651, NM_006306, NM_024529, NM_003507, NM_024528, NM_004397, NM_024408, NM_025205, NM_018151	4776	50	16792	1.8282747068676717	0.9995034783063446	0.08658964384304269	1.9971917620720037
GOTERM_BP_DIRECT	GO:0038061~NIK/NF-kappaB signaling	32	0.6025230653360949	0.0010388713474433061	NM_012300, NM_001278, NM_002798, NM_002794, NM_006509, NM_002808, NM_002809, NM_002806, NM_002804, NM_014814, NM_002805, NM_002802, NM_003969, NM_021009, NM_003968, NM_002801, NM_002720, NM_002788, NM_176863, NM_018955, NM_003592, NM_003998, NM_005047, NM_002814, NM_002815, NM_005789, NM_002816, NM_002790, NM_003954, NM_002791, NM_002810, NM_002792, NM_002793	4776	66	16792	1.7046850413684582	0.999580243718263	0.08742082212873115	2.0408291405755286
GOTERM_BP_DIRECT	GO:0000380~alternative mRNA splicing, via spliceosome	11	0.2071173037092826	0.0010476113799306147	NM_005710, NM_015013, NM_016625, NM_006924, NM_003718, NM_024939, NM_006425, NM_020180, NM_005066, NM_032905, NM_006275	4776	14	16792	2.7625029911462073	0.9996068379784391	0.08714458759128818	2.057829680671519
GOTERM_BP_DIRECT	GO:0009303~rRNA transcription	10	0.18828845791752966	0.0011013412523482521	NM_022490, NM_145685, NM_145696, NM_001004333, NM_019014, NM_012099, NM_032390, NM_006993, NM_006717, NM_001145, NM_001520	4776	12	16792	2.929927414852038	0.9997370835591917	0.09040412991275415	2.1622799808461934
